Episode,Average Discounted Return,Standard Error
0,1,0
1,1,0
2,1,0
3,1,0
4,1,0
5,1,0
6,1,0
7,0.5,0.5
8,0,0
9,1,0
10,1,0
11,0.5,0.5
12,1,0
13,1,0
14,0,0
15,0.5,0.5
16,0.5,0.5
17,1,0
18,1,0
19,1,0
20,0.5,0.5
21,1,0
22,1,0
23,0.5,0.5
24,0.5,0.5
25,0,0
26,1,0
27,1,0
28,0.5,0.5
29,1,0
30,1,0
31,1,0
32,0,0
33,0.5,0.5
34,0.5,0.5
35,1,0
36,0.5,0.5
37,0.5,0.5
38,0.5,0.5
39,1,0
40,1,0
41,1,0
42,1,0
43,1,0
44,1,0
45,1,0
46,0,0
47,0.5,0.5
48,1,0
49,0.5,0.5
50,0.5,0.5
51,1,0
52,1,0
53,0.5,0.5
54,1,0
55,1,0
56,0.5,0.5
57,1,0
58,0.5,0.5
59,1,0
60,1,0
61,1,0
62,0.5,0.5
63,1,0
64,0.5,0.5
65,0.5,0.5
66,0.5,0.5
67,1,0
68,0.5,0.5
69,1,0
70,1,0
71,0.5,0.5
72,0.5,0.5
73,1,0
74,0,0
75,1,0
76,1,0
77,0.5,0.5
78,1,0
79,1,0
80,0.5,0.5
81,1,0
82,1,0
83,0.5,0.5
84,0.5,0.5
85,0.5,0.5
86,0.5,0.5
87,0,0
88,1,0
89,1,0
90,1,0
91,1,0
92,1,0
93,0.5,0.5
94,1,0
95,0.5,0.5
96,1,0
97,0.5,0.5
98,0.5,0.5
99,1,0
100,0.5,0.5
101,1,0
102,0.5,0.5
103,1,0
104,0.5,0.5
105,1,0
106,0.5,0.5
107,1,0
108,1,0
109,1,0
110,0.5,0.5
111,1,0
112,0.5,0.5
113,0.5,0.5
114,0.5,0.5
115,1,0
116,1,0
117,1,0
118,1,0
119,0.5,0.5
120,0.5,0.5
121,1,0
122,0.5,0.5
123,0.5,0.5
124,0.5,0.5
125,1,0
126,0.5,0.5
127,1,0
128,0,0
129,1,0
130,1,0
131,0.5,0.5
132,1,0
133,1,0
134,1,0
135,1,0
136,1,0
137,0.5,0.5
138,0.5,0.5
139,1,0
140,1,0
141,0.5,0.5
142,1,0
143,1,0
144,1,0
145,0.5,0.5
146,0.5,0.5
147,0,0
148,1,0
149,0.5,0.5
150,1,0
151,1,0
152,0.5,0.5
153,1,0
154,0.5,0.5
155,1,0
156,1,0
157,0.5,0.5
158,0.5,0.5
159,0.5,0.5
160,0.5,0.5
161,0.5,0.5
162,1,0
163,1,0
