Episode,Average Discounted Return,Standard Error
0,1,0
1,1,0
2,0.5,0.5
3,1,0
4,1,0
5,0,0
6,1,0
7,1,0
8,0.5,0.5
9,0.5,0.5
10,1,0
11,1,0
12,0.5,0.5
13,0.5,0.5
14,1,0
15,0.5,0.5
16,1,0
17,1,0
18,1,0
19,1,0
20,0,0
21,0.5,0.5
22,1,0
23,1,0
24,1,0
25,0.5,0.5
26,1,0
27,0,0
28,1,0
29,0.5,0.5
30,1,0
31,1,0
32,1,0
33,0.5,0.5
34,1,0
35,0.5,0.5
36,1,0
37,1,0
38,1,0
39,0.5,0.5
40,1,0
41,0.5,0.5
42,1,0
43,0,0
44,0.5,0.5
45,1,0
46,1,0
47,1,0
48,0.5,0.5
49,0.5,0.5
50,1,0
51,0,0
52,0,0
53,0,0
54,1,0
55,0.5,0.5
56,0.5,0.5
57,0.5,0.5
58,1,0
59,0.5,0.5
60,1,0
61,0,0
62,0.5,0.5
63,0.5,0.5
64,0.5,0.5
65,1,0
66,0.5,0.5
67,1,0
68,0.5,0.5
69,0.5,0.5
70,1,0
71,0.5,0.5
72,0.5,0.5
73,1,0
74,1,0
75,1,0
76,0,0
77,0.5,0.5
78,1,0
79,1,0
80,1,0
81,0.5,0.5
82,1,0
83,1,0
84,1,0
85,1,0
86,1,0
87,0.5,0.5
88,0.5,0.5
89,0,0
90,0.5,0.5
91,1,0
92,1,0
93,1,0
94,1,0
95,1,0
96,1,0
97,1,0
98,1,0
99,1,0
100,0.5,0.5
101,0.5,0.5
102,1,0
103,1,0
104,1,0
105,0.5,0.5
106,1,0
107,0.5,0.5
108,0.5,0.5
109,0.5,0.5
110,0.5,0.5
111,1,0
112,0.5,0.5
113,0,0
114,1,0
115,0,0
116,0.5,0.5
117,1,0
118,1,0
119,0.5,0.5
120,0.5,0.5
121,1,0
122,0.5,0.5
123,1,0
124,0,0
125,1,0
126,1,0
127,1,0
128,1,0
129,1,0
130,1,0
131,0.5,0.5
132,0.5,0.5
133,1,0
134,0.5,0.5
135,1,0
136,1,0
137,0.5,0.5
138,0.5,0.5
139,1,0
140,1,0
141,0.5,0.5
142,1,0
143,1,0
144,0.5,0.5
145,0,0
146,0.5,0.5
147,0,0
148,0,0
149,0.5,0.5
150,1,0
151,1,0
152,1,0
153,1,0
154,1,0
155,1,0
156,1,0
157,0.5,0.5
158,0.5,0.5
159,1,0
160,1,0
161,0.5,0.5
162,0.5,0.5
163,1,0
164,1,0
165,0.5,0.5
