0,1.00000,1.00000,
1,1.00000,0.00000,
2,1.00000,1.00000,
3,1.00000,1.00000,
4,1.00000,0.00000,
5,1.00000,1.00000,
6,1.00000,1.00000,
7,0.00000,1.00000,
8,1.00000,1.00000,
9,1.00000,1.00000,
10,1.00000,1.00000,
11,1.00000,1.00000,
12,0.00000,0.00000,
13,1.00000,1.00000,
14,1.00000,1.00000,
15,1.00000,1.00000,
16,1.00000,1.00000,
17,1.00000,1.00000,
18,1.00000,1.00000,
19,0.00000,1.00000,
20,0.00000,1.00000,
21,0.00000,1.00000,
22,0.00000,1.00000,
23,1.00000,1.00000,
24,1.00000,1.00000,
25,0.00000,1.00000,
26,1.00000,1.00000,
27,1.00000,1.00000,
28,1.00000,1.00000,
29,0.00000,1.00000,
30,1.00000,1.00000,
31,0.00000,1.00000,
32,1.00000,0.00000,
33,1.00000,0.00000,
34,1.00000,1.00000,
35,1.00000,1.00000,
36,1.00000,1.00000,
37,1.00000,0.00000,
38,1.00000,1.00000,
39,1.00000,1.00000,
40,1.00000,0.00000,
41,1.00000,1.00000,
42,1.00000,1.00000,
43,1.00000,1.00000,
44,1.00000,1.00000,
45,1.00000,0.00000,
46,1.00000,0.00000,
47,1.00000,1.00000,
48,0.00000,1.00000,
49,0.00000,1.00000,
50,1.00000,1.00000,
51,0.00000,1.00000,
52,1.00000,1.00000,
53,0.00000,1.00000,
54,0.00000,1.00000,
55,1.00000,1.00000,
56,0.00000,0.00000,
57,1.00000,1.00000,
58,1.00000,1.00000,
59,1.00000,1.00000,
60,1.00000,1.00000,
61,0.00000,1.00000,
62,1.00000,1.00000,
63,1.00000,1.00000,
64,1.00000,1.00000,
65,0.00000,1.00000,
66,0.00000,1.00000,
67,1.00000,1.00000,
68,1.00000,1.00000,
69,0.00000,0.00000,
70,0.00000,1.00000,
71,1.00000,0.00000,
72,1.00000,1.00000,
73,1.00000,1.00000,
74,0.00000,1.00000,
75,0.00000,1.00000,
76,1.00000,1.00000,
77,0.00000,1.00000,
78,1.00000,1.00000,
79,1.00000,1.00000,
80,1.00000,1.00000,
81,1.00000,1.00000,
82,1.00000,1.00000,
83,1.00000,1.00000,
84,0.00000,0.00000,
85,0.00000,1.00000,
86,0.00000,1.00000,
87,1.00000,0.00000,
88,1.00000,1.00000,
89,1.00000,0.00000,
90,1.00000,0.00000,
91,1.00000,0.00000,
92,1.00000,1.00000,
93,1.00000,0.00000,
94,1.00000,0.00000,
95,1.00000,1.00000,
96,0.00000,1.00000,
97,1.00000,1.00000,
98,1.00000,1.00000,
99,1.00000,1.00000,
100,1.00000,1.00000,
101,1.00000,1.00000,
102,1.00000,1.00000,
103,1.00000,1.00000,
104,0.00000,1.00000,
105,0.00000,1.00000,
106,1.00000,1.00000,
107,1.00000,1.00000,
108,1.00000,1.00000,
109,1.00000,1.00000,
110,0.00000,1.00000,
111,1.00000,1.00000,
112,0.00000,0.00000,
113,1.00000,1.00000,
114,1.00000,0.00000,
115,1.00000,1.00000,
116,1.00000,1.00000,
117,0.00000,1.00000,
118,1.00000,1.00000,
119,1.00000,1.00000,
120,0.00000,1.00000,
121,0.00000,0.00000,
122,1.00000,0.00000,
123,1.00000,1.00000,
124,1.00000,1.00000,
125,0.00000,1.00000,
126,0.00000,1.00000,
127,0.00000,1.00000,
128,0.00000,0.00000,
129,1.00000,0.00000,
130,1.00000,1.00000,
131,1.00000,1.00000,
132,1.00000,1.00000,
133,1.00000,1.00000,
134,1.00000,1.00000,
135,1.00000,0.00000,
136,1.00000,1.00000,
137,0.00000,1.00000,
138,1.00000,1.00000,
139,1.00000,1.00000,
140,1.00000,0.00000,
141,1.00000,1.00000,
142,1.00000,1.00000,
143,0.00000,0.00000,
144,1.00000,1.00000,
145,1.00000,1.00000,
146,1.00000,1.00000,
147,1.00000,0.00000,
148,0.00000,1.00000,
