0,0.34868,0.10942,0.65610,
1,0.47830,1.00000,0.59049,
2,0.15009,1.00000,0.00000,
3,1.00000,0.90000,0.18530,
4,0.02028,0.04710,0.47830,
5,0.00000,0.90000,0.43047,
6,0.00000,0.53144,0.31381,
7,1.00000,0.28243,0.90000,
8,0.10942,0.22877,0.47830,
9,0.00000,0.81000,0.00338,
10,0.00000,0.65610,0.72900,
11,0.02781,0.81000,1.00000,
12,0.00000,1.00000,0.12158,
13,0.59049,0.28243,1.00000,
14,0.90000,1.00000,0.59049,
15,0.00000,0.81000,1.00000,
16,0.00000,1.00000,0.72900,
17,0.81000,0.00000,0.72900,
18,0.22877,0.16677,0.12158,
19,0.00000,0.47830,0.00000,
20,0.65610,0.59049,0.72900,
21,0.72900,0.00000,0.53144,
22,0.20589,0.25419,0.00000,
23,0.47830,0.81000,0.02503,
24,0.00000,1.00000,0.01825,
25,0.65610,0.47830,0.02253,
26,0.22877,1.00000,0.25419,
27,0.90000,0.90000,0.00417,
28,0.90000,0.12158,0.31381,
29,0.18530,0.00573,0.72900,
30,1.00000,0.72900,0.18530,
31,0.53144,0.38742,0.00000,
32,1.00000,0.28243,0.53144,
33,0.00000,0.53144,0.90000,
34,1.00000,0.81000,0.90000,
35,0.38742,0.04239,1.00000,
36,0.13509,0.03090,0.38742,
37,0.90000,0.90000,0.43047,
38,0.00000,0.00000,0.47830,
39,0.00000,0.59049,0.00000,
40,0.43047,0.00000,0.00000,
41,0.20589,0.00000,0.31381,
42,0.01825,0.81000,0.81000,
43,0.65610,0.04239,0.03434,
44,0.81000,0.00000,1.00000,
45,0.00000,0.81000,0.00000,
46,1.00000,0.47830,0.02503,
47,1.00000,0.00873,1.00000,
48,0.81000,0.90000,0.03090,
49,0.34868,0.18530,1.00000,
50,0.34868,0.00000,0.43047,
51,0.34868,0.65610,0.00000,
52,0.12158,0.00000,0.25419,
53,0.00000,1.00000,0.72900,
54,0.00000,0.08863,0.47830,
55,0.65610,0.59049,0.31381,
56,0.38742,0.34868,1.00000,
57,0.00000,0.34868,0.00000,
58,0.10942,0.00000,1.00000,
59,0.53144,0.05815,0.00000,
60,0.81000,0.00000,0.53144,
61,0.72900,0.00000,0.00000,
62,0.31381,0.04239,0.20589,
63,0.00000,0.00000,0.00046,
64,0.65610,1.00000,0.22877,
65,0.59049,0.28243,0.25419,
66,0.00000,0.47830,0.38742,
67,0.72900,0.09848,0.00000,
68,0.20589,0.16677,0.72900,
69,0.25419,0.81000,0.00000,
70,0.31381,0.00000,0.00000,
71,0.65610,0.72900,0.28243,
72,0.00000,0.72900,0.81000,
73,0.00000,0.43047,0.31381,
74,0.00000,0.72900,0.81000,
75,0.12158,0.09848,0.72900,
76,0.81000,0.53144,0.38742,
77,0.34868,0.00000,0.25419,
78,0.00000,0.00000,0.47830,
79,0.00000,0.65610,0.28243,
80,0.00000,0.00000,0.00000,
81,0.90000,0.07977,0.90000,
82,0.47830,0.90000,0.00000,
83,0.00000,0.04710,0.65610,
84,0.06461,0.38742,0.81000,
85,0.00000,0.59049,0.00000,
86,0.00000,0.12158,0.00146,
87,0.38742,1.00000,0.00786,
88,0.90000,0.13509,0.00000,
89,0.00000,0.81000,0.28243,
90,0.59049,0.72900,0.12158,
91,0.81000,0.65610,0.00000,
92,0.43047,1.00000,0.02503,
93,0.00000,0.22877,0.00000,
94,1.00000,0.81000,0.72900,
95,0.00000,0.43047,0.34868,
96,0.53144,0.20589,0.00000,
97,0.09848,0.00000,0.34868,
98,0.09848,0.00000,0.00000,
99,0.20589,0.90000,1.00000,
100,0.59049,0.72900,1.00000,
101,0.07179,1.00000,0.00000,
102,1.00000,0.00464,0.15009,
103,0.81000,0.16677,0.00000,
104,0.59049,0.43047,0.00000,
105,0.00000,0.00000,0.72900,
106,1.00000,0.90000,0.00000,
107,0.38742,0.00000,0.72900,
108,0.00000,0.65610,1.00000,
109,0.90000,0.43047,1.00000,
110,1.00000,0.90000,0.81000,
111,0.00000,0.72900,0.81000,
112,0.53144,0.59049,0.65610,
113,0.00000,0.00000,0.15009,
114,1.00000,0.81000,0.47830,
115,0.12158,0.06461,0.81000,
116,0.81000,0.72900,1.00000,
117,0.81000,1.00000,0.59049,
118,0.90000,0.00000,0.05815,
119,1.00000,1.00000,0.47830,
120,0.08863,0.22877,0.47830,
121,0.72900,0.07977,0.00000,
122,0.00000,0.00000,0.06461,
123,0.22877,0.16677,0.53144,
124,0.00000,0.53144,0.09848,
125,0.00000,0.00000,0.81000,
126,0.72900,0.38742,0.53144,
127,0.90000,0.05815,0.65610,
128,0.34868,0.31381,0.72900,
129,0.20589,0.72900,0.28243,
130,0.00000,0.72900,0.31381,
131,0.00000,0.05815,0.00000,
132,0.18530,0.90000,0.00000,
133,0.00000,0.53144,0.00000,
134,0.00000,0.28243,0.43047,
135,0.47830,0.81000,0.53144,
136,0.16677,0.53144,0.31381,
137,0.00000,0.81000,0.09848,
138,0.00000,0.47830,1.00000,
139,0.00000,0.38742,0.90000,
140,0.59049,0.53144,0.90000,
141,0.34868,0.90000,0.00000,
142,0.72900,0.00000,0.00000,
143,0.53144,0.38742,0.25419,
144,1.00000,0.02781,0.12158,
145,0.43047,0.65610,0.22877,
146,0.00000,0.47830,1.00000,
147,0.65610,0.00000,0.00000,
148,0.81000,1.00000,0.00000,
149,0.13509,1.00000,0.00000,
150,0.72900,0.00000,0.00000,
151,0.00000,0.25419,0.25419,
152,1.00000,0.53144,0.00376,
153,0.34868,0.31381,0.65610,
154,0.59049,0.20589,1.00000,
155,0.00000,0.07977,0.65610,
156,1.00000,0.90000,0.00000,
157,0.59049,0.00000,0.38742,
158,0.01197,0.16677,1.00000,
159,0.08863,0.90000,0.00000,
160,0.13509,0.22877,0.00000,
161,1.00000,1.00000,0.16677,
162,1.00000,0.00000,0.00000,
163,0.81000,0.59049,0.00000,
164,0.00000,0.00000,0.00000,
165,0.00376,0.65610,0.43047,
166,1.00000,0.20589,1.00000,
167,0.00000,0.00000,0.00000,
168,0.90000,0.03090,1.00000,
169,0.00000,0.20589,0.20589,
170,0.00000,0.15009,0.90000,
171,1.00000,0.90000,0.15009,
