Episode,Average Discounted Return,Standard Error
0,0.606287,0.152628
1,0.443489,0.259889
2,0.2187,0.2187
3,0.581576,0.265716
4,0.375622,0.217242
5,0.63962,0.184924
6,0.27,0.27
7,0.530163,0.290247
8,0.324322,0.165959
9,0.32597,0.173207
10,0.542004,0.114096
11,0.357358,0.0530614
12,0.404873,0.302958
13,0.00492696,0.00492696
14,0.228709,0.133347
15,0.476744,0.127906
16,0.810156,0.189844
17,0.350778,0.324962
18,0.238914,0.155738
19,0.0405256,0.0405256
20,0.776822,0.175567
21,0.590636,0.113489
22,0.57,0.286182
23,0.249083,0.240016
24,0.333333,0.333333
25,0.0239299,0.0239299
26,0.576473,0.233527
27,0.413489,0.233981
28,0.290973,0.170513
29,0.4617,0.231807
30,0.6,0.3
31,0.250425,0.0736434
32,0.666667,0.333333
33,0.552033,0.293327
34,0.810156,0.189844
35,0.427333,0.293696
36,0.5187,0.268737
37,0.12914,0.12914
38,0.42914,0.260644
39,0.19683,0.19683
40,0.666667,0.333333
41,0.633333,0.31798
42,0.477147,0.261222
43,0.576333,0.298597
44,0.0847289,0.0847289
45,0.633333,0.31798
46,0.346256,0.241093
47,0.293032,0.222249
48,0.648132,0.0958373
49,0,0
50,0.383365,0.311347
51,0.0411028,0.0177278
52,0.338808,0.33063
53,0.163423,0.157475
54,0.27129,0.153515
55,0.326589,0.287629
56,0.373859,0.315032
57,0.0517869,0.0420584
58,0.13476,0.0737768
59,0.27,0.27
60,0.111983,0.0745618
61,0.273086,0.171894
62,0.407905,0.296351
63,0.536922,0.284088
64,0.402785,0.304327
65,6.55424e-05,6.55424e-05
66,0.263728,0.200024
67,0,0
68,0.264537,0.232979
69,0.268898,0.166859
70,0.3157,0.292466
71,0.399225,0.302937
72,0.3,0.3
73,0.183362,0.148916
74,0.3,0.3
75,0.383059,0.191159
76,0.437937,0.295271
77,0.31163,0.216984
78,0.259226,0.201517
79,0.219307,0.0934283
80,0.0941432,0.0941432
81,0.735297,0.264703
82,0.150248,0.140232
83,0.253575,0.138824
84,0.245777,0.154705
85,0.0383001,0.0304597
86,0.286176,0.187102
87,0.214275,0.188713
88,0.503744,0.154595
89,0.933333,0.0333333
90,0.336579,0.168987
91,0.227971,0.214215
92,0.476822,0.289604
93,0.249088,0.13383
94,0.46683,0.241863
95,0.409943,0.302263
96,0.261995,0.086683
97,0.605876,0.270197
98,0.378132,0.195909
99,0.619256,0.201388
100,0.367223,0.172909
101,0.447147,0.237595
102,0.552033,0.293327
103,0.242514,0.0577367
104,0.188593,0.171711
105,0.404604,0.263744
106,0.347604,0.211121
107,0.68605,0.31395
108,0.344779,0.32776
109,0.76081,0.23919
110,0.29393,0.258866
111,0.441817,0.191435
112,0.139172,0.081556
113,0.530163,0.290247
114,0.7317,0.0444476
115,0.549759,0.269304
116,0.451276,0.212269
117,0.155468,0.0530714
118,0.474461,0.194841
119,0.151488,0.0310156
120,0.4617,0.231807
121,0.437445,0.286914
122,0.619034,0.291179
123,0.0450284,0.0450284
124,0.31163,0.216984
125,0.353473,0.273307
126,0.903333,0.0548736
127,0.0617673,0.0617673
128,0.355591,0.276429
129,0.0054744,0.0054744
130,0.368434,0.147657
131,0.492766,0.288766
132,0.605963,0.19741
133,0.374604,0.235794
134,0.439599,0.285495
135,0.326589,0.287629
136,0.966667,0.0333333
137,0.2187,0.2187
138,0.795033,0.104622
139,0.304767,0.218757
140,0.3,0.3
141,0.522666,0.239287
142,0.395101,0.307144
143,0.375622,0.217242
144,0.191277,0.170521
145,0.275826,0.228363
146,0.280467,0.195285
147,0.273315,0.0686615
148,0.492175,0.195818
149,0.636925,0.314403
150,0.633333,0.31798
151,0.689596,0.158545
152,0.441983,0.111266
153,0.45396,0.209633
154,0.355591,0.276429
155,0.257674,0.0953401
156,0.272959,0.121378
157,0.6,0.3
158,0.0941432,0.0941432
159,0.240237,0.208766
160,1,0
161,0.631924,0.245381
162,0.313056,0.171388
163,0.147078,0.0682385
164,0.32597,0.173207
165,0.195905,0.144686
166,0.0795747,0.0435645
167,0.132049,0.12771
168,0.41553,0.208627
169,0.552033,0.293327
170,0.576333,0.298597
171,0.593304,0.146638
172,0.12614,0.0956708
173,0.18323,0.174185
174,0.0215369,0.0215369
175,0.333333,0.333333
176,0.2187,0.2187
177,0.308344,0.295916
178,0.355591,0.276429
179,0.304767,0.218757
180,0.442607,0.119579
181,0.392734,0.171416
182,0.0215369,0.0215369
183,0.198684,0.167421
184,0.261876,0.153462
185,0.140424,0.0804901
186,0.429432,0.2351
187,0.264691,0.0928273
188,0.530163,0.290247
189,0.315028,0.250539
190,0.6,0.3
191,0.27,0.27
192,0.228218,0.124942
193,0.00154613,0.00154613
194,0.324501,0.202385
195,0,0
196,0.746822,0.167417
197,0.194379,0.144428
198,0.545453,0.236339
199,0.19683,0.19683
200,0.159432,0.159432
201,0.259715,0.131987
202,0.378132,0.195909
203,0.27,0.27
204,0.0686304,0.0686304
205,0.830163,0.123265
206,0.604624,0.210352
207,0.253487,0.0475958
208,0,0
209,0.349212,0.233569
210,0.903333,0.0548736
211,0.186924,0.126054
212,0.243,0.243
213,0.159432,0.159432
214,0.0617673,0.0617673
215,0.486032,0.266104
216,0.152512,0.076256
217,0.452003,0.172336
218,0.852033,0.102131
219,0.17439,0.082673
