Episode,Average Discounted Return,Standard Error
4,-9397.22,527.76
9,-7169.16,376.945
14,-6271.96,347.987
19,-5019.26,236.516
24,-4681.78,236.95
29,-4396.1,252.675
34,-4182.97,200.605
39,-3603.05,167.973
44,-3782.22,171.053
49,-3259.45,129.425
54,-3248.4,153.378
59,-3080.07,141.255
64,-2525.1,96.5014
69,-2582.4,90.7324
74,-2599.51,117.923
79,-2316.12,83.4448
84,-2232.48,95.4975
89,-2217.73,87.0506
94,-2225.04,96.0141
99,-1986.96,78.6905
104,-1957.88,71.1889
109,-1847.68,64.2892
114,-1939.51,68.5052
119,-1682.33,58.5182
124,-1787.25,68.6048
129,-1640.59,55.1776
134,-1672.15,58.4596
139,-1559.16,54.8507
144,-1668.44,55.7457
149,-1490.79,40.2986
154,-1471.39,52.2195
159,-1579.59,62.6402
164,-1369.46,41.3456
169,-1365.12,44.9999
174,-1462.49,46.7972
179,-1382.92,57.4166
184,-1293.11,49.424
189,-1282.63,41.3374
194,-1258.43,41.9578
199,-1229.42,39.6401
204,-1215.46,43.4247
209,-1193.56,38.5681
214,-1206.94,41.5721
219,-1178.57,37.3181
224,-1127.01,35.4365
229,-1092.02,43.6795
234,-1104.82,43.4163
239,-1068.72,34.8284
244,-1121.33,41.02
249,-1040.28,40.0205
254,-1059.66,33.5011
259,-970.74,35.9309
264,-1059.14,36.2183
269,-1053.27,35.6057
274,-972.54,31.7362
279,-979.6,33.91
284,-960.83,31.5763
289,-917.47,31.8632
294,-975.5,32.0316
299,-924.97,37.4474
304,-849.85,31.0796
309,-934.41,33.2105
314,-875.11,29.1593
319,-827.74,28.4749
324,-883.83,32.2056
329,-842.93,30.4866
334,-840.56,33.3335
339,-801.52,28.9372
344,-835.31,28.5839
349,-828.88,29.2103
354,-758.68,28.3096
359,-780.68,28.4976
364,-812.54,28.6059
369,-734.88,24.7247
374,-762.12,25.3534
379,-789.42,29.7025
384,-736.02,26.0228
389,-718.12,28.5443
394,-725.26,26.7586
399,-744.55,25.2131
404,-684.5,25.9326
409,-646.19,24.8739
414,-615.34,24.667
419,-655.65,25.8011
424,-636.7,26.058
429,-635.26,21.784
434,-630.84,23.6734
439,-669.46,25.8711
444,-657.61,28.2121
449,-618.92,25.4128
454,-589.65,23.2615
459,-614.15,26.214
464,-573.91,22.7761
469,-547.9,20.6604
474,-560.18,25.1194
479,-588.32,24.2597
484,-517.19,21.3778
489,-583.41,26.6271
494,-518.7,21.5981
499,-531.87,20.5706
504,-515.23,23.8033
509,-535.51,21.4354
514,-536.02,24.7952
519,-509.57,23.4083
524,-482.85,20.6638
529,-458.07,15.7522
534,-499.89,22.1352
539,-454.65,19.4615
544,-455.86,18.2647
549,-455.46,21.0921
554,-411.98,20.8107
559,-389.93,15.2134
564,-469.13,19.5426
569,-398.7,17.1149
574,-365.56,12.3075
579,-407.68,19.2731
584,-389.2,16.3803
589,-419.83,17.364
594,-394.98,14.9244
599,-341.15,11.5958
604,-403.21,14.0342
609,-373.17,17.1562
614,-338.61,9.90864
619,-334.65,13.0308
624,-332.25,9.40525
629,-366.4,16.2309
634,-336.22,10.7376
639,-349.43,10.8907
644,-335.66,11.7093
649,-322.61,11.7722
654,-333.32,13.4708
659,-319.83,9.98475
664,-313.05,11.3353
669,-303.02,9.17306
674,-295.43,10.0246
679,-286.63,7.5623
684,-290.08,8.93295
689,-284.58,9.4446
