Episode,Average Discounted Return,Standard Error
0,1,0
1,1,0
2,0.666667,0.333333
3,0.666667,0.333333
4,1,0
5,0.333333,0.333333
6,1,0
7,0.666667,0.333333
8,1,0
9,0.666667,0.333333
10,1,0
11,0.666667,0.333333
12,0.666667,0.333333
13,1,0
14,0.666667,0.333333
15,0.666667,0.333333
16,1,0
17,0.333333,0.333333
18,0,0
19,1,0
20,0.666667,0.333333
21,0.333333,0.333333
22,0.666667,0.333333
23,0.333333,0.333333
24,1,0
25,1,0
26,0.666667,0.333333
27,0.666667,0.333333
28,1,0
29,1,0
30,0.333333,0.333333
31,0.666667,0.333333
32,1,0
33,0.666667,0.333333
34,0.666667,0.333333
35,0.333333,0.333333
36,0,0
37,0.666667,0.333333
38,1,0
39,0.666667,0.333333
40,0.333333,0.333333
41,0.666667,0.333333
42,0.666667,0.333333
43,1,0
44,0.666667,0.333333
45,1,0
46,0.666667,0.333333
47,1,0
48,1,0
49,0.666667,0.333333
50,0.666667,0.333333
51,1,0
52,1,0
53,0.666667,0.333333
54,0.666667,0.333333
55,0.666667,0.333333
56,0.666667,0.333333
57,0.666667,0.333333
58,0.666667,0.333333
59,1,0
60,0.666667,0.333333
61,1,0
62,0.666667,0.333333
63,1,0
64,0.666667,0.333333
65,0.666667,0.333333
66,0.666667,0.333333
67,0.333333,0.333333
68,0.666667,0.333333
69,0.666667,0.333333
70,0.666667,0.333333
71,1,0
72,0.666667,0.333333
73,1,0
74,1,0
75,0.666667,0.333333
76,1,0
77,0.666667,0.333333
78,1,0
79,0.666667,0.333333
80,0.666667,0.333333
81,0.666667,0.333333
82,0.666667,0.333333
83,0.333333,0.333333
84,0.666667,0.333333
85,0.666667,0.333333
86,1,0
87,0.333333,0.333333
88,1,0
89,1,0
90,1,0
91,1,0
92,1,0
93,1,0
94,0.666667,0.333333
95,0.666667,0.333333
96,0.666667,0.333333
97,1,0
98,1,0
99,0.666667,0.333333
100,1,0
101,1,0
102,1,0
103,1,0
104,0.666667,0.333333
105,0.666667,0.333333
106,0.333333,0.333333
107,1,0
108,1,0
109,0.666667,0.333333
110,0.666667,0.333333
111,0.666667,0.333333
112,0.666667,0.333333
113,0.666667,0.333333
114,1,0
115,0.666667,0.333333
116,0.666667,0.333333
117,0.666667,0.333333
118,0,0
119,1,0
120,0.666667,0.333333
121,1,0
122,0.333333,0.333333
123,1,0
124,0.666667,0.333333
125,1,0
126,0.666667,0.333333
127,1,0
128,1,0
129,1,0
130,1,0
