Episode,Average Discounted Return,Standard Error
0,0.362443,0.139434
1,0.485402,0.0587287
2,0.189864,0.171143
3,0.434277,0.204074
4,0.492292,0.244823
5,0.522473,0.206527
6,0.577926,0.11654
7,0.409589,0.302502
8,0.762766,0.152443
9,0.156752,0.10218
10,0.129757,0.0734257
11,0.354294,0.177147
12,0.116226,0.116226
13,0.5187,0.268737
14,0.27,0.27
15,0.102845,0.0670402
16,0.186021,0.147941
17,0.366159,0.318193
18,0.552033,0.293327
19,0.492766,0.288766
20,0.49683,0.263994
21,0.402825,0.213466
22,0.0860775,0.0511675
23,0.552421,0.212519
24,0.686226,0.170762
25,0.359226,0.21051
26,0.243,0.243
27,0.552773,0.292631
28,0.253575,0.138824
29,0.138685,0.105282
30,0.199187,0.195662
31,0.0847289,0.0847289
32,0.0193832,0.0193832
33,0.195905,0.144686
34,0.54129,0.152376
35,0.590973,0.178277
36,0.751396,0.248604
37,0.383526,0.222849
38,0.666667,0.333333
39,0.193855,0.168962
40,0.27,0.27
41,0.51048,0.288865
42,0.602922,0.273026
43,0.306759,0.296678
44,0.325591,0.246943
45,0.795807,0.204193
46,0.275658,0.142818
47,0.201757,0.194413
48,0.55463,0.17437
49,0.201102,0.166462
50,0.0847289,0.0847289
51,0.576287,0.124032
52,0.198747,0.0997854
53,0.378132,0.195909
54,0.184857,0.101203
55,0.0265888,0.0265888
56,0.42529,0.292101
57,0.247487,0.12108
58,0.306473,0.253737
59,0.576333,0.298597
60,0.149632,0.0908808
61,0.036473,0.036473
62,0.116226,0.116226
63,0.462473,0.291104
64,0.243,0.243
65,0.41766,0.0869994
66,0.459861,0.285224
67,0.321537,0.289832
68,0.256109,0.0844426
69,0.633333,0.31798
70,0,0
71,0.386226,0.234579
72,0.540017,0.269983
73,0.680797,0.319203
74,0.68605,0.31395
75,0.199958,0.143527
76,0.19683,0.19683
77,0.329881,0.163109
78,0.416348,0.297968
79,0.288028,0.223908
80,0.46683,0.241863
81,0.492766,0.288766
82,0.762473,0.189735
83,0.389099,0.134396
84,0.315028,0.250539
85,0.270666,0.269668
86,0.109844,0.0873576
87,0.852033,0.102131
88,0.333333,0.333333
89,0.305455,0.104232
90,0.786,0.057
91,0.68605,0.31395
92,0,0
93,0.0686304,0.0686304
94,0.5187,0.268737
95,0.530163,0.290247
96,0.159432,0.159432
97,0.228063,0.138517
98,0.34784,0.190431
99,0.288572,0.146652
100,0.603333,0.306612
101,0.674604,0.182258
102,0.553078,0.230922
103,0.222025,0.0751454
104,0.395847,0.201168
105,0.116226,0.116226
106,0.382403,0.102771
107,0.436373,0.161459
108,0.245777,0.154705
109,0.244161,0.138163
110,0.49683,0.263994
111,0.261747,0.147115
112,0.37214,0.210583
113,0.542543,0.228158
114,0.386489,0.21159
115,0.417664,0.294754
116,0.622717,0.287563
117,0.177147,0.177147
118,0.519751,0.280707
119,0.159875,0.0681092
120,0.243,0.243
121,0.521926,0.278804
122,0.143489,0.143489
123,0.198684,0.167421
124,0.418062,0.300079
125,0.494267,0.275421
126,0.178872,0.0898069
127,0.7047,0.0243
128,0.405365,0.0810146
129,0.197223,0.196634
130,0.357263,0.322036
131,0.291537,0.259902
132,0.389448,0.30764
133,0.3,0.3
134,0.76683,0.0919182
135,0.537632,0.186155
136,0.00290932,0.00290932
137,0.47983,0.260844
138,0.73983,0.0895118
139,0.12914,0.12914
140,0.909667,0.0903333
141,0.593373,0.162137
142,0.276759,0.266685
143,0.42914,0.260644
144,0.0259712,0.0196978
145,0.233744,0.118788
146,0.539589,0.231097
147,0.66366,0.07317
148,0.221804,0.217156
149,0.0950599,0.0477271
150,0.212119,0.124304
151,0.53546,0.176548
