Episode,Average Discounted Return,Standard Error
4,-3700.26,185.039
9,-2277.64,85.5351
14,-1742.73,70.542
19,-1444.34,60.2811
24,-1123.56,45.0637
29,-974.72,34.6384
34,-852.23,31.2162
39,-760.36,32.0564
44,-640.43,23.036
49,-564.66,21.4737
54,-454.31,18.284
59,-415.62,15.6482
64,-367.02,14.0282
69,-357.03,17.4416
74,-318.53,10.6292
79,-313.28,14.1306
84,-260.69,6.23907
89,-252.93,6.28362
94,-230.15,5.73322
99,-249.37,7.25314
104,-242.81,5.54081
109,-248.16,6.64336
114,-236.53,5.79258
119,-237.06,6.03314
124,-253.04,5.68112
129,-242.85,6.7157
134,-245,5.84726
139,-239.75,6.82705
144,-246.42,7.21592
149,-244.28,5.80169
154,-249.35,7.30018
159,-258.94,7.60858
164,-263.69,7.37912
169,-256.31,7.25764
174,-260.65,7.1459
179,-258.43,6.69425
184,-260.45,6.86458
189,-272.2,8.07257
194,-277.97,7.98344
199,-274.26,7.88208
204,-276.76,7.18686
209,-274.83,7.25086
214,-263.12,6.92029
219,-261,6.21167
224,-267.14,7.1458
229,-270.92,7.25698
234,-272.34,7.46927
239,-280.99,6.2074
244,-282.18,6.77793
249,-279.54,7.25486
254,-279.73,6.44471
259,-284.79,7.32671
264,-280.13,7.28757
269,-280.23,6.43863
274,-281.81,6.3781
279,-301.53,8.84795
284,-280.39,6.65042
289,-287.38,7.13875
294,-270.21,5.88028
299,-289.71,7.07307
304,-289.85,6.33438
309,-283.8,6.33325
314,-287.27,6.10083
319,-276.46,6.1224
324,-282.27,7.39841
329,-284.64,7.64625
334,-277.01,7.26459
339,-271.22,6.49792
344,-275.78,5.24024
349,-259.69,5.48921
354,-262.11,6.1459
359,-256.6,6.75904
364,-258.46,6.60074
369,-247.9,7.14965
374,-238.28,6.28561
379,-248.26,6.04807
384,-240.73,6.19995
389,-228.72,5.40671
394,-226.14,6.73536
399,-222.11,5.98069
404,-225.05,5.75306
409,-214.7,5.35947
414,-217.97,6.46705
419,-209.75,4.2965
424,-210.96,6.21165
429,-205.25,4.79491
434,-203.81,4.8926
439,-204.2,4.5144
444,-200.24,4.79423
449,-197.95,4.46909
454,-193.87,4.14511
459,-199.2,4.79785
464,-198.18,4.65608
469,-200.3,4.86541
474,-190.07,3.60312
479,-194.42,3.94191
484,-189.51,3.57656
489,-189.38,3.71031
494,-187.06,3.48937
499,-184.81,3.85829
504,-193.78,3.8006
509,-184.48,3.22439
514,-188.2,3.80706
519,-186.37,3.70243
524,-186.7,3.25634
529,-186.41,2.92741
534,-192.33,3.13949
539,-189.76,3.30952
544,-194.04,3.95775
549,-185.4,3.48437
554,-181.9,3.21218
559,-189.76,5.17902
564,-184.79,2.9441
569,-190.81,2.71794
574,-188.71,2.87674
579,-183.86,3.08466
584,-185.26,3.2617
589,-188.48,2.99911
594,-188.85,2.80877
599,-186.13,2.88579
604,-189.82,3.01931
609,-194.82,2.45914
614,-186.11,2.94165
619,-190.28,2.62982
624,-189.05,2.59877
629,-189.42,2.63336
634,-189.76,2.78285
639,-188.31,2.65329
644,-188.22,2.33254
649,-190.35,2.68664
654,-194.21,2.256
659,-191.29,2.08493
664,-190.46,2.74809
669,-193.92,1.78567
674,-193.29,2.23617
679,-190.1,2.46439
684,-192.73,2.43376
689,-190.71,2.06473
694,-190.84,2.04335
699,-192.36,1.91699
704,-193.46,1.96564
709,-193.94,1.5056
714,-196.43,1.77037
719,-192.01,2.18102
724,-192.97,1.6329
729,-192.13,1.69971
734,-193.83,1.62835
739,-194.4,1.38199
744,-192.97,1.31836
749,-187.39,1.83115
754,-191.22,1.45064
759,-195.03,1.74034
764,-195.36,1.19507
769,-194.91,1.25425
774,-192.83,1.56554
779,-195.46,0.99437
784,-194.06,1.08132
789,-192.96,1.5149
794,-193.55,0.999937
799,-193.21,1.38661
804,-192.73,1.17833
809,-193.34,1.07339
814,-194.32,1.27951
819,-194.59,1.15217
824,-192.03,1.11142
829,-193.39,0.732354
834,-194.88,1.54202
839,-193.33,0.777597
844,-192.23,0.841818
849,-193.75,0.878287
854,-192.03,1.08315
859,-196.26,1.59206
864,-192.97,0.994577
869,-191.63,0.750307
874,-194.14,1.44474
879,-193.11,0.934079
884,-193.45,0.889714
889,-192.38,0.874993
894,-192.27,1.01781
899,-196.28,1.51405
904,-197.35,2.0296
909,-193.06,1.11218
914,-193.47,0.891877
919,-194.07,1.29874
924,-193.08,1.01052
929,-196.84,1.73262
934,-191.43,0.634728
939,-195.25,1.31866
944,-194.88,1.46041
949,-194.11,1.31655
954,-193.38,1.195
959,-193.97,1.04509
964,-193.54,1.06263
969,-193.62,1.37148
974,-192.03,0.905143
979,-194.62,1.57093
984,-193.16,1.31731
989,-194.1,1.45439
994,-195.94,1.79521
999,-195.05,1.35277
1004,-192.46,0.728693
1009,-194.5,1.10586
1014,-197.85,1.96897
1019,-196.24,1.88996
1024,-192.57,0.661839
1029,-197.99,1.87495
1034,-196.04,1.59196
1039,-195.28,1.51818
1044,-197.85,1.80002
1049,-192.71,0.562335
1054,-195.7,1.44512
1059,-194.55,1.22263
1064,-193.98,1.09857
1069,-192.73,0.864199
1074,-194.17,1.45471
1079,-194.84,1.53536
1084,-197.45,2.05507
1089,-195.47,1.52868
1094,-194.62,1.42608
1099,-194.5,1.34311
1104,-195.66,1.67936
1109,-195.19,1.49556
1114,-195.28,1.287
1119,-195.48,1.47391
1124,-195.67,1.53584
1129,-196.95,1.78254
1134,-196.03,1.60884
1139,-195.59,1.72645
1144,-196.9,1.62639
1149,-196.32,1.87853
1154,-194.35,1.19776
1159,-194.65,1.62072
1164,-195.35,1.49615
1169,-193.64,1.5545
1174,-199.03,1.98171
1179,-195.59,1.36116
1184,-196.9,1.88623
1189,-196.35,1.61935
1194,-196.95,1.69458
1199,-197.93,2.0267
1204,-196.34,1.41359
1209,-195.28,1.37239
1214,-199.17,2.36643
1219,-198.62,2.12967
1224,-199.99,2.21968
1229,-198.61,2.17826
1234,-194.91,1.1491
1239,-197.54,2.04097
1244,-196.89,1.71617
