Episode,Average Discounted Return,Standard Error
0,0.606287,0.152628
1,0.31163,0.216984
2,0.396082,0.303683
3,0.167419,0.133147
4,0.666667,0.333333
5,0.492258,0.231485
6,0.936667,0.0633333
7,0.420147,0.217677
8,0.12914,0.12914
9,0.77127,0.22873
10,0.654729,0.201949
11,0.355591,0.276429
12,0.39914,0.2339
13,0.76081,0.23919
14,0.302921,0.152089
15,0.3,0.3
16,0.159432,0.159432
17,0.78048,0.136064
18,0.56897,0.0991908
19,0.735297,0.264703
20,0.0555906,0.0555906
21,0.334879,0.332563
22,0.134615,0.126492
23,0.465292,0.228231
24,0.369001,0.315565
25,0.0555906,0.0555906
26,0.137261,0.0686304
27,0.431507,0.286255
28,0.795033,0.104622
29,0.245777,0.154705
30,0.4617,0.231807
31,0.130398,0.0654692
32,0.666899,0.333101
33,0.408949,0.111544
34,0.633333,0.31798
35,0.633333,0.31798
36,0.0686304,0.0686304
37,0.6,0.3
38,0.333333,0.333333
39,0.243,0.243
40,0.326589,0.287629
41,0.296168,0.184335
42,0.447147,0.237595
43,0.298591,0.220524
44,0.243028,0.242986
45,0.634926,0.159505
46,0.275003,0.024829
47,0.159432,0.159432
48,0.51048,0.288865
49,0.261134,0.200295
50,0.440878,0.224695
51,0.3,0.3
52,0.076256,0.076256
53,0.476822,0.289604
54,0.383289,0.310305
55,0.462473,0.291104
56,0.314816,0.17114
57,0.792766,0.159862
58,0.666667,0.333333
59,0.449172,0.192984
60,0.51048,0.288865
61,0.329543,0.286374
62,0.0265888,0.0265888
63,0.629226,0.142209
64,0.57,0.286182
65,0.707192,0.292808
66,0.185614,0.105011
67,0.552033,0.293327
68,0.188956,0.120773
69,0.440058,0.293702
70,0.614547,0.041553
71,0.26693,0.231963
72,0.666667,0.333333
73,0.278362,0.265917
74,0.595717,0.279937
75,0.254446,0.237484
76,0.331767,0.245027
77,0.331767,0.245027
78,0.0869758,0.036046
79,0.0847289,0.0847289
80,0.555509,0.249969
81,0.487673,0.199932
82,0.732473,0.181035
83,0.143489,0.143489
84,0.477993,0.21621
85,0.543,0.275951
86,0.384077,0.182276
87,0.402432,0.213835
88,0.552033,0.293327
89,0.553403,0.194079
90,0.359226,0.21051
91,0.00101442,0.00101442
92,0.386489,0.21159
93,0.408026,0.192121
94,0.401964,0.304868
95,0.159432,0.159432
96,0.223283,0.115683
97,0.61784,0.123479
98,0.0500315,0.0500315
99,0.225315,0.102944
100,0.401964,0.304868
101,0.144767,0.121624
102,0.748863,0.126989
