Episode,Average Discounted Return,Standard Error
0,0.632826,0.267174
1,0.228063,0.138517
2,0.215207,0.158344
3,0.559715,0.171773
4,0.177147,0.177147
5,0.678132,0.122233
6,0.303031,0.182389
7,0.333333,0.333333
8,0.852033,0.102131
9,6.35612e-07,6.35612e-07
10,0.109156,0.0597592
11,0.377451,0.312914
12,0.402226,0.104682
13,0.156752,0.10218
14,0.19683,0.19683
15,0.633333,0.31798
16,0.0977929,0.0680918
17,0.316588,0.14877
18,0.680937,0.199538
19,0.503303,0.206885
20,0.352717,0.324077
21,0.333333,0.333333
22,0,0
23,0.0515777,0.0492767
24,0.102845,0.0670402
25,0.0606669,0.028963
26,0.461005,0.284364
27,0.317445,0.291669
28,0.296589,0.257736
29,0.189332,0.0962182
30,0.245366,0.123192
31,0.259715,0.131987
32,0.386226,0.234579
33,0.231446,0.153161
34,0.137763,0.107094
35,0.488268,0.280257
36,0.333333,0.333333
37,0.728434,0.271566
38,0.170399,0.0865964
39,0.233303,0.181365
40,0.303429,0.190993
41,0.333423,0.333288
42,0.555509,0.249969
43,0.51048,0.288865
44,0.449559,0.293049
45,0.173234,0.0920492
46,0.22083,0.110873
47,0.416226,0.261994
48,0.63863,0.217924
49,0.373977,0.187764
50,0.613801,0.236132
51,0.373977,0.187764
52,0.19683,0.19683
53,0.440399,0.185449
54,0.275474,0.267305
55,0.449559,0.293049
56,0.515777,0.174567
57,0.116226,0.116226
58,0.41045,0.151478
59,0.313722,0.17078
60,0.420147,0.217677
61,0.166371,0.0910825
62,0.662189,0.135577
63,0.143489,0.143489
64,0,0
65,0.54467,0.0808739
66,0.41553,0.208627
67,0,0
68,0.272629,0.13688
69,0.152512,0.076256
70,0.420147,0.217677
71,0,0
72,0.686489,0.137199
73,0.42914,0.260644
74,0.751396,0.248604
75,0.0855539,0.0429543
76,0.325591,0.246943
77,0.599262,0.0725045
78,0.500259,0.124485
79,0.39336,0.16847
80,0.625591,0.230876
81,0.395847,0.201168
82,0.343351,0.23342
83,0.327729,0.213633
84,0.251344,0.238937
85,0.159432,0.159432
86,0.523403,0.167835
87,0.169666,0.114394
88,0.386489,0.21159
89,0.251496,0.114603
90,0.395847,0.201168
91,0.936667,0.0633333
92,0.453369,0.139136
93,0,0
94,0.340319,0.176318
95,0.459917,0.25955
96,0.483067,0.260614
97,0.144886,0.0727436
98,0.505256,0.209677
99,0.104604,0.104604
100,0.382113,0.229874
101,0.668259,0.188119
102,0.322206,0.0811128
103,0.505174,0.256159
104,0.166371,0.0910825
105,0.0639345,0.0519239
106,0.6804,0.0243
107,0.353582,0.135386
108,0.104604,0.104604
109,0.14135,0.12325
110,0.451995,0.274475
111,0.28733,0.193728
112,0.614892,0.215643
113,0.4887,0.248356
114,0.78048,0.136064
115,0.497783,0.0336579
116,0.463867,0.256069
117,0.437937,0.295271
118,0.129757,0.0734257
119,0.404604,0.263744
120,0.429432,0.2351
121,0.522309,0.264009
122,0.163094,0.133897
123,0.0600249,0.0535114
124,0.0555906,0.0555906
125,0.659303,0.180153
126,0,0
127,0.36863,0.272252
128,0.412854,0.294851
129,0.406986,0.124557
130,0.513,0.257564
131,0.7317,0.0444476
132,0.610843,0.299227
133,0.275658,0.142818
134,0.246862,0.177193
135,0.27345,0.159815
136,0.537673,0.283405
137,0.376287,0.270049
138,0.223283,0.115683
