Episode,Average Discounted Return,Standard Error
4,-3436.14,155.797
9,-2224.66,86.673
14,-1676.96,70.1795
19,-1399.3,56.9765
24,-1056.13,33.9534
29,-1028.56,37.1818
34,-812.7,33.2263
39,-707.73,29.4272
44,-681.85,29.1948
49,-668.85,33.3775
54,-532.37,25.6794
59,-497.34,19.5677
64,-412.79,20.1295
69,-375.03,18.7379
74,-328.42,13.5607
79,-323.56,13.3254
84,-272.42,11.999
89,-278.85,9.39989
94,-258.56,8.42784
99,-234.74,6.28682
104,-236.7,6.70868
109,-227.07,5.58255
114,-222.59,5.65319
119,-237.27,6.17224
124,-230.71,6.82845
129,-237.07,6.58528
134,-235.12,6.58029
139,-236.39,6.42734
144,-228.2,6.23326
149,-230.41,5.91917
154,-233.45,6.34347
159,-235.43,6.40349
164,-246.79,5.97935
169,-240.99,6.38216
174,-235.79,5.95473
179,-252.61,7.12357
184,-239.47,6.31772
189,-258.77,6.82467
194,-242.67,5.66194
199,-246.63,6.7008
204,-256.25,6.22407
209,-253.31,6.17304
214,-257.86,6.46923
219,-252.04,6.10262
224,-256.2,6.88107
229,-251.91,5.58879
234,-247.9,5.34296
239,-256.27,6.04597
244,-255.28,4.89259
249,-276.78,7.14401
254,-258.18,6.12173
259,-260.57,5.94776
264,-267.3,5.70579
269,-268.02,6.16233
274,-287.3,8.59981
279,-277.75,6.87045
284,-271.77,6.57821
289,-273.4,6.22763
294,-290.74,6.70769
299,-270.79,6.19588
304,-269.71,6.33037
309,-266.83,7.16837
314,-266.74,6.12248
319,-269.78,5.6835
324,-264.09,5.66608
329,-263.84,5.70804
334,-245.95,5.24426
339,-253.7,5.49048
344,-255.37,6.33902
349,-250.66,5.02495
354,-242.7,6.17186
359,-240.61,5.78139
364,-225.39,5.57704
369,-231.48,5.03297
374,-227.94,6.36247
379,-222.07,6.16963
384,-220.69,5.42262
389,-206.32,4.72423
394,-212.03,4.98461
399,-210.87,4.44485
404,-199.62,4.25656
409,-204.96,4.50409
414,-207.08,4.08007
419,-195.87,3.77294
424,-207.1,5.3474
429,-197.02,4.96014
434,-194.57,4.54478
439,-194.74,4.27446
444,-194.43,3.98761
449,-185.73,4.17527
454,-185.46,4.12505
459,-187.46,4.66187
464,-183.39,4.27997
469,-187.36,3.24369
474,-177.21,4.54327
479,-173.82,3.74857
484,-176.63,4.13635
489,-176.38,4.51124
494,-175.64,6.51923
499,-173.66,5.44818
504,-165.69,3.55231
509,-169.24,3.55002
514,-166.72,3.7477
519,-167.92,3.6674
524,-170.52,3.61374
529,-171.12,3.51221
534,-174.93,3.58643
539,-173.15,3.55679
544,-172.09,3.46104
549,-164.79,3.33168
554,-165.84,3.28045
559,-171.71,3.71302
564,-168.16,4.04811
569,-173.58,3.74762
574,-165.19,3.58001
579,-182.34,9.91359
584,-178.44,3.65694
589,-171.45,3.55563
594,-171.5,3.59617
599,-173.63,3.37479
604,-175.81,3.72512
609,-179.43,7.3276
614,-173.84,3.46363
619,-177.36,3.71379
624,-176.47,3.3618
629,-182.65,3.74585
634,-173.26,3.50375
639,-174.41,3.47366
644,-171.17,3.24355
649,-178.33,3.43996
654,-181.87,3.25768
659,-179.48,3.43566
664,-175.32,3.38911
669,-179.26,3.19041
674,-186.16,2.89188
679,-182.58,3.05234
684,-181.58,2.91389
689,-177.53,3.18432
694,-185.34,2.94005
699,-183.8,2.73075
704,-186.22,3.18128
709,-186.17,2.62867
714,-183.74,2.8765
719,-180.6,2.88626
724,-187.54,2.98577
729,-184.24,2.59989
734,-180.75,3.30015
739,-184.59,2.64862
744,-186.43,2.87881
749,-184.48,2.65997
754,-183.96,2.92257
759,-183.82,2.8721
764,-182.19,3.02383
769,-187.19,2.87151
774,-188.94,2.36425
779,-185.36,2.52677
784,-188.65,2.22735
789,-185.35,2.51835
794,-187.17,2.64476
799,-190.3,2.13714
804,-188.53,2.48028
809,-191.22,2.24484
814,-185.53,2.40955
819,-190.81,2.12069
824,-181.61,2.40781
829,-188.75,2.06664
834,-190.95,1.9245
839,-187.19,1.99892
844,-187.74,2.37885
849,-189.29,2.02246
854,-185.9,1.87409
859,-190.97,2.09817
864,-191.38,2.04504
869,-187.88,1.76053
874,-189.21,1.90742
879,-186.32,2.21131
884,-189.01,1.63729
889,-186.89,1.72093
894,-189.8,1.703
899,-187.89,1.76543
904,-189.36,1.88211
909,-191.82,1.50745
914,-189.57,1.95821
919,-188.61,1.88759
924,-189.37,1.58991
929,-188.17,1.715
934,-191.69,1.35644
939,-191.6,1.43633
944,-188.9,1.36615
949,-191.5,1.19354
954,-190.27,1.4387
959,-190.31,1.68317
964,-191.17,1.21015
969,-192.47,1.3336
974,-191.82,1.30928
979,-189.97,1.31129
984,-192.26,1.21793
989,-191.01,1.36873
994,-193.81,1.1405
999,-190.85,1.19277
1004,-190.49,1.32295
1009,-193.12,0.846058
1014,-192.38,1.16035
1019,-191.68,1.03854
1024,-192.4,0.948577
1029,-193.3,1.04403
1034,-191.23,0.938391
1039,-192.94,1.01681
1044,-191.58,0.98639
1049,-193.01,0.983346
1054,-193.29,0.869029
1059,-193.26,0.69582
1064,-191.97,0.769029
1069,-191.79,1.05871
1074,-193.01,0.686889
1079,-192.42,0.671976
1084,-193.53,1.06586
1089,-193.09,0.74102
1094,-192.24,0.805426
1099,-191.75,0.690977
1104,-193.6,0.892958
1109,-191.87,0.618185
1114,-192.29,0.529016
1119,-194.59,0.798369
1124,-194.4,0.60319
