Episode,Average Discounted Return,Standard Error
0,0.188286,0.0941432
1,0.177147,0.177147
2,0.0950599,0.0477271
3,0.576333,0.298597
4,0.292051,0.182146
5,0.401964,0.304868
6,0.547202,0.229643
7,0.0215369,0.0215369
8,0.386049,0.226809
9,0.243,0.243
10,0.143489,0.143489
11,0.15543,0.083404
12,0.49683,0.263994
13,0.0555906,0.0555906
14,0.49683,0.263994
15,0.442607,0.119579
16,0.551526,0.237214
17,0.576333,0.298597
18,0.41553,0.208627
19,0.4887,0.248356
20,0.0938679,0.0460801
21,0.686226,0.170762
22,0.427477,0.297646
23,0.192482,0.102277
24,0.178872,0.0898069
25,0.418062,0.300079
26,0.549547,0.272658
27,0.222685,0.216725
28,0.465719,0.0420481
29,0.288946,0.121673
30,0.177632,0.176905
31,0.00492696,0.00492696
32,0.633333,0.31798
33,0.687627,0.156186
34,0.673859,0.277646
35,0.477147,0.261222
36,0.217556,0.0871902
37,0.159432,0.159432
38,0.545453,0.236339
39,0.227971,0.214215
40,0.161966,0.116257
41,0.966667,0.0333333
42,0.476822,0.289604
43,0.425074,0.212926
44,0.32393,0.28878
45,0.513295,0.260403
46,0.104604,0.104604
47,0.248093,0.128536
48,0.81048,0.142475
49,0.576333,0.298597
50,0.401964,0.304868
51,0.462354,0.0159432
52,0.76683,0.0919182
53,0.340319,0.176318
54,0.333333,0.333333
55,0.224885,0.0812625
56,0.62487,0.285449
57,0.333333,0.333333
58,0.3,0.3
59,0.39366,0.19683
60,0.482965,0.263615
61,0.0555906,0.0555906
62,0,0
63,0.013539,0.0123271
64,0.486,0.243
65,0.552421,0.212519
66,0.2187,0.2187
67,0.3,0.3
68,0.333333,0.333333
69,0.413399,0.158559
70,0.0215369,0.0215369
71,0.487123,0.281185
72,0.509464,0.217039
73,0.615084,0.202453
74,0.167419,0.133147
75,0.12914,0.12914
76,0.3157,0.292466
77,0.138699,0.0349164
78,0.0500315,0.0500315
79,0.46683,0.241863
80,0.176877,0.151465
81,0.320636,0.162946
82,0.0847289,0.0847289
83,0.620636,0.142691
84,0.552033,0.293327
85,0.495384,0.286535
86,0.426288,0.237943
87,0.666667,0.333333
88,0.143489,0.143489
89,0.117555,0.0739947
90,0.459432,0.259979
91,0.459432,0.259979
92,0.487968,0.260341
93,0.362189,0.192452
94,0.157604,0.0600898
95,0.511872,0.287637
96,0.3,0.3
97,0.603333,0.306612
98,0.634926,0.159505
99,0.319383,0.290793
100,0.51048,0.288865
101,0.3157,0.292466
102,0.27,0.27
103,0.582717,0.273519
104,0.215023,0.140164
105,0.31491,0.135816
106,0.161693,0.0935157
107,0.3,0.3
108,0,0
109,0.776822,0.175567
110,0.116226,0.116226
111,0.346051,0.32716
112,0.846333,0.0803126
113,0.885367,0.114633
114,0,0
115,0.333333,0.333333
116,0.616977,0.0585479
117,0.261876,0.153462
118,0.241591,0.207254
119,0.174169,0.113533
120,0.682367,0.317633
121,0.603333,0.306612
122,0.306287,0.158687
123,0.294956,0.192269
124,0.0335136,0.0173633
125,0.182303,0.125318
126,0.492766,0.288766
