0,1.00000,0.31381,0.65610,
1,0.31381,0.16677,0.20589,
2,0.47830,1.00000,0.53144,
3,0.00000,0.00000,0.00000,
4,0.38742,0.72900,0.31381,
5,0.22877,0.00000,1.00000,
6,0.00000,1.00000,0.05233,
7,0.81000,0.53144,0.38742,
8,0.34868,0.00000,0.53144,
9,1.00000,1.00000,0.72900,
10,0.31381,0.65610,0.00008,
11,0.81000,0.81000,0.38742,
12,0.15009,0.59049,0.00000,
13,1.00000,0.20589,0.72900,
14,0.28243,1.00000,0.02781,
15,0.31381,0.81000,0.00000,
16,0.90000,0.53144,0.59049,
17,0.00000,0.00000,0.25419,
18,0.00000,0.59049,0.43047,
19,1.00000,0.43047,0.90000,
20,0.01825,0.00000,0.00000,
21,0.01078,1.00000,0.43047,
22,0.28243,0.00000,0.38742,
23,0.72900,0.47830,0.00000,
24,0.00000,0.72900,0.02253,
25,1.00000,1.00000,1.00000,
26,0.00000,0.00000,0.59049,
27,0.90000,0.16677,0.90000,
28,0.15009,0.00000,0.06461,
29,0.00000,0.90000,0.90000,
30,0.00000,0.16677,0.90000,
31,1.00000,0.28243,0.00000,
32,0.07179,0.90000,0.81000,
33,0.81000,0.00000,0.20589,
34,0.43047,0.22877,1.00000,
35,0.00000,0.00000,0.03815,
36,0.28243,0.00000,0.00000,
37,0.22877,0.53144,0.28243,
38,0.01478,1.00000,0.02781,
39,0.00000,0.00000,0.18530,
40,0.90000,0.90000,1.00000,
41,0.43047,0.00000,1.00000,
42,0.00000,0.81000,0.53144,
43,0.12158,1.00000,0.47830,
44,0.65610,0.15009,1.00000,
45,0.65610,0.47830,0.12158,
46,0.72900,0.13509,0.05233,
47,0.00000,0.13509,0.00786,
48,0.00000,0.81000,0.59049,
49,0.28243,0.16677,0.00000,
50,0.20589,0.00000,0.00000,
51,0.59049,1.00000,1.00000,
52,0.00000,0.90000,0.90000,
53,0.00000,0.22877,0.03090,
54,0.07977,0.65610,0.05233,
55,0.22877,0.81000,0.90000,
56,0.02781,1.00000,1.00000,
57,0.53144,0.38742,0.38742,
58,0.72900,0.25419,0.31381,
59,0.00000,0.18530,0.00000,
60,0.15009,0.31381,0.00000,
61,0.00000,0.28243,0.53144,
62,0.59049,0.59049,0.00000,
63,0.00000,0.20589,0.00000,
64,0.38742,0.72900,1.00000,
65,1.00000,1.00000,0.00000,
66,0.00000,0.59049,0.00000,
67,0.00000,0.81000,0.81000,
68,0.00000,0.00000,0.07179,
69,0.22877,0.00000,0.00000,
70,0.07977,0.16677,1.00000,
71,0.53144,0.07977,0.18530,
72,0.59049,0.81000,0.00000,
73,0.90000,0.15009,0.00000,
74,0.00000,0.04710,0.72900,
75,0.34868,0.53144,0.00146,
76,0.72900,0.00000,0.25419,
77,0.47830,0.53144,0.81000,
78,0.05815,0.65610,0.00000,
79,0.81000,0.59049,0.00000,
80,0.00000,0.00000,0.38742,
81,0.00000,0.47830,0.13509,
82,0.81000,0.00000,0.00000,
83,0.28243,0.90000,0.00304,
84,0.00000,0.47830,0.00000,
85,0.00000,1.00000,0.00000,
86,0.90000,0.00000,0.90000,
87,0.00000,0.00000,0.00000,
88,0.81000,0.59049,0.65610,
89,0.00000,0.09848,0.00000,
90,0.05815,0.81000,0.72900,
91,0.00000,1.00000,1.00000,
92,0.13509,0.13509,1.00000,
93,0.07179,0.00000,0.38742,
94,0.00000,0.43047,0.43047,
95,0.00000,0.31381,0.00000,
96,0.00000,0.00000,0.90000,
97,0.01330,0.72900,0.00000,
98,0.00000,0.04710,0.00000,
99,0.59049,0.90000,0.00000,
100,0.08863,0.20589,0.81000,
101,0.00000,0.16677,0.38742,
102,0.90000,0.03090,0.00000,
103,0.02781,0.31381,0.81000,
104,0.28243,1.00000,0.22877,
105,0.09848,0.00464,0.13509,
106,1.00000,0.12158,0.47830,
107,0.31381,0.00000,0.31381,
108,0.34868,0.72900,0.43047,
109,0.00000,0.31381,0.00000,
110,1.00000,0.00000,1.00000,
111,0.81000,1.00000,0.07977,
112,0.00000,0.00000,0.00000,
113,0.00000,0.00000,0.00063,
114,0.81000,0.16677,0.03090,
115,0.25419,0.38742,0.00000,
116,0.00000,0.28243,0.00000,
117,0.65610,0.53144,0.38742,
118,0.00000,0.20589,0.31381,
119,0.00000,0.03090,0.53144,
120,0.81000,0.81000,0.31381,
121,0.15009,0.00000,0.31381,
122,0.90000,0.13509,0.34868,
123,0.34868,0.18530,0.04710,
124,0.25419,0.00000,0.38742,
125,1.00000,0.22877,1.00000,
126,0.72900,1.00000,0.03815,
127,0.08863,0.12158,0.08863,
128,0.00000,1.00000,1.00000,
129,0.81000,0.65610,1.00000,
130,0.00873,0.47830,0.00000,
131,0.20589,0.25419,0.18530,
132,0.09848,1.00000,0.00180,
133,0.00000,0.00000,0.00000,
134,0.59049,0.53144,0.12158,
135,0.81000,0.18530,0.15009,
136,0.13509,0.65610,0.00000,
137,0.81000,0.00000,0.59049,
138,0.00000,0.72900,0.15009,
139,0.00417,0.38742,0.59049,
140,0.00000,0.22877,0.22877,
141,0.59049,0.00000,0.22877,
142,0.08863,0.90000,0.07977,
143,0.31381,0.00000,0.16677,
144,0.90000,0.81000,0.90000,
145,0.59049,0.28243,0.00000,
146,1.00000,0.02781,0.59049,
147,0.59049,0.00000,0.00000,
148,0.81000,0.25419,0.00000,
149,1.00000,0.28243,0.25419,
150,0.13509,0.65610,0.00000,
151,0.47830,1.00000,0.00000,
152,0.25419,0.01825,0.90000,
153,0.04239,0.43047,0.00000,
154,1.00000,0.20589,1.00000,
155,0.00000,0.47830,0.00000,
156,0.18530,1.00000,0.04239,
157,0.00000,1.00000,0.08863,
158,0.38742,0.38742,0.43047,
159,0.00000,0.59049,0.07977,
160,0.00000,0.00000,1.00000,
161,0.34868,0.00000,0.53144,
162,0.65610,0.53144,0.47830,
163,0.65610,1.00000,1.00000,
164,0.72900,0.38742,0.00000,
165,0.53144,0.00000,0.05233,
166,0.00000,0.00000,0.15009,
167,0.00000,0.22877,1.00000,
168,0.90000,0.90000,1.00000,
169,0.12158,1.00000,0.72900,
170,0.65610,0.65610,0.20589,
171,0.10942,1.00000,0.00000,
172,0.90000,0.65610,0.13509,
173,0.53144,0.03434,0.03434,
